serial_number,n_obs,failure,runtime_min,runtime_max,uptime
WD-WCC4M0799771,122,0.0,8.0,2908.0,2900.0
WD-WCC4M0CFAN64,110,0.0,14.0,2627.0,2613.0
WD-WCC4M0JY6PA2,431,0.0,14.0,10417.0,10403.0
WD-WCC4M0JY6Y3A,354,0.0,12.0,8521.0,8509.0
WD-WCC4M0PT9JCF,132,1.0,14.0,3154.0,3140.0
WD-WCC4M0PT9XXZ,412,0.0,14.0,9914.0,9900.0
WD-WCC4M0TPNCX5,67,0.0,13.0,1595.0,1582.0
WD-WCC4M0TPNUFT,214,0.0,14.0,5114.0,5100.0
WD-WCC4M1309108,181,0.0,6.0,4321.0,4315.0
WD-WCC4M1FLYHKA,181,0.0,6.0,4321.0,4315.0
WD-WCC4M1HSV0AX,91,0.0,13.0,2171.0,2158.0
WD-WCC4M1HSV1PF,115,0.0,8.0,2733.0,2725.0
WD-WCC4M1HSV1XC,96,0.0,14.0,2291.0,2277.0
WD-WCC4M1HSV3DJ,126,0.0,8.0,3005.0,2997.0
WD-WCC4M1HSVKA4,18,1.0,13.0,421.0,408.0
WD-WCC4M1HSVKFF,64,0.0,13.0,1524.0,1511.0
WD-WCC4M1NAD3U5,142,0.0,13.0,3435.0,3422.0
WD-WCC4M1NADUAP,144,0.0,11.0,3479.0,3468.0
WD-WCC4M1NADYE2,328,0.0,8.0,7887.0,7879.0
WD-WCC4M1NDJF1K,433,0.0,13.0,10416.0,10403.0
WD-WCC4M1PCL5XJ,468,0.0,10.0,11252.0,11242.0
WD-WCC4M1PCLF4N,482,0.0,12.0,11583.0,11571.0
WD-WCC4M2TEA3P4,500,0.0,12.0,12021.0,12009.0
WD-WCC4M2TEAULL,378,0.0,12.0,9122.0,9110.0
WD-WCC4M3371514,561,0.0,10.0,13481.0,13471.0
WD-WCC4M3377402,643,0.0,12.0,15466.0,15454.0
WD-WCC4M3377445,650,0.0,13.0,15641.0,15628.0
WD-WCC4M3378418,642,0.0,12.0,15448.0,15436.0
WD-WCC4M3388246,579,0.0,13.0,13908.0,13895.0
WD-WCC4M3HF70JK,349,0.0,13.0,8402.0,8389.0
WD-WCC4M3HF7JY1,420,0.0,13.0,10106.0,10093.0
WD-WCC4M3TTX5A0,413,0.0,14.0,9938.0,9924.0
WD-WCC4M3TTX5X3,370,0.0,13.0,9097.0,9084.0
WD-WCC4M3TTX5XK,425,0.0,9.0,10221.0,10212.0
WD-WCC4M3TTX8DK,344,0.0,13.0,8276.0,8263.0
WD-WCC4M3TTXF1Y,106,1.0,8.0,2574.0,2566.0
WD-WCC4M3TTXF2F,277,0.0,12.0,6619.0,6607.0
WD-WCC4M3TTXLXD,389,0.0,13.0,9361.0,9348.0
WD-WCC4M3TTXNSN,367,0.0,10.0,8830.0,8820.0
WD-WCC4M3TTXPEN,367,0.0,13.0,8876.0,8863.0
WD-WCC4M3TTXX9Z,270,0.0,12.0,6459.0,6447.0
WD-WCC4M3TTXZV1,314,0.0,9.0,7553.0,7544.0
WD-WCC4M3XRZPYL,56,0.0,13.0,1332.0,1319.0
WD-WCC4M4AP19VS,484,0.0,13.0,11640.0,11627.0
WD-WCC4M4KA84ZX,147,0.0,9.0,3507.0,3498.0
WD-WCC4M4KA8F3L,141,0.0,7.0,3356.0,3349.0
WD-WCC4M4RD8K1Y,126,0.0,14.0,3011.0,2997.0
WD-WCC4M54TT0A3,590,0.0,12.0,14171.0,14159.0
WD-WCC4M54TT9S4,556,0.0,13.0,13355.0,13342.0
WD-WCC4M5PF5VX9,70,0.0,12.0,1666.0,1654.0
WD-WCC4M5PF5ZA0,94,0.0,9.0,2232.0,2223.0
WD-WCC4M5RSZ3RS,56,0.0,14.0,1332.0,1318.0
WD-WCC4M5RSZR0K,86,0.0,7.0,2046.0,2039.0
WD-WCC4M6EFN22D,439,0.0,7.0,10555.0,10548.0
WD-WCC4M6EFNKX7,460,0.0,13.0,11129.0,11116.0
WD-WCC4M6EFNTHP,363,0.0,12.0,8736.0,8724.0
WD-WCC4M6JXY1X9,429,0.0,14.0,10316.0,10302.0
WD-WCC4M6JXY2H5,387,0.0,1441.0,10742.0,9301.0
WD-WCC4M6JXY36V,363,0.0,11.0,8732.0,8721.0
WD-WCC4M6JXY3RZ,471,0.0,13.0,11321.0,11308.0
WD-WCC4M6JXY9F2,469,0.0,13.0,11279.0,11266.0
WD-WCC4M6JXYCDL,300,0.0,13.0,7229.0,7216.0
WD-WCC4M6JXYHXU,456,0.0,13.0,10962.0,10949.0
WD-WCC4M6JXYJHU,451,0.0,13.0,10848.0,10835.0
WD-WCC4M6JXYNZZ,477,0.0,8.0,11466.0,11458.0
WD-WCC4M6JXYRC3,495,0.0,9.0,11897.0,11888.0
WD-WCC4M6JXYS8A,489,0.0,13.0,11759.0,11746.0
WD-WCC4M6JXYVF6,477,0.0,13.0,11465.0,11452.0
WD-WCC4M6JXYVPD,489,0.0,13.0,11759.0,11746.0
WD-WCC4M6JXYVUR,467,0.0,13.0,11224.0,11211.0
WD-WCC4M6XLP1Z7,464,0.0,13.0,11158.0,11145.0
WD-WCC4M6XLPSC2,436,0.0,13.0,10488.0,10475.0
WD-WCC4M6XLPUYT,438,0.0,7.0,10531.0,10524.0
WD-WCC4M76LYVC3,657,0.0,11.0,15819.0,15808.0
WD-WCC4M76LYW4U,532,0.0,12.0,12787.0,12775.0
WD-WCC4M7DL70H4,351,0.0,15.0,8445.0,8430.0
WD-WCC4M7DL72K5,383,0.0,12.0,9215.0,9203.0
WD-WCC4M7DL74LE,359,0.0,9.0,9094.0,9085.0
WD-WCC4M7DL779N,383,0.0,9.0,9207.0,9198.0
WD-WCC4M7DL7J2V,389,0.0,13.0,9361.0,9348.0
WD-WCC4M7DL7JZ3,430,0.0,13.0,10392.0,10379.0
WD-WCC4M7DL7ZEJ,335,0.0,13.0,8059.0,8046.0
WD-WCC4M7FXT216,329,0.0,11.0,7915.0,7904.0
WD-WCC4M7FXT472,156,0.0,10.0,3775.0,3765.0
WD-WCC4M7FXT4V4,309,0.0,13.0,7444.0,7431.0
WD-WCC4M7FXT6VV,268,0.0,8.0,6400.0,6392.0
WD-WCC4M7FXT7F1,340,0.0,13.0,8187.0,8174.0
WD-WCC4M7FXTAT5,317,0.0,12.0,7627.0,7615.0
WD-WCC4M7FXTD1R,354,0.0,8.0,8511.0,8503.0
WD-WCC4M7FXTF1R,17,1.0,6.0,390.0,384.0
WD-WCC4M7FXTFFN,357,0.0,14.0,8588.0,8574.0
WD-WCC4M7FXTHUN,415,0.0,10.0,10172.0,10162.0
WD-WCC4M7FXTKA0,367,0.0,13.0,8835.0,8822.0
WD-WCC4M7FXTNCH,390,0.0,14.0,9387.0,9373.0
WD-WCC4M7FXTNFY,271,0.0,12.0,6477.0,6465.0
WD-WCC4M7FXTU0L,329,0.0,8.0,7919.0,7911.0
WD-WCC4M7FXTV3U,359,0.0,9.0,9094.0,9085.0
WD-WCC4M7FXTY17,321,0.0,7.0,7719.0,7712.0
WD-WCC4M7FXTYJZ,288,0.0,10.0,6931.0,6921.0
WD-WCC4M7SSP2X1,93,0.0,13.0,2219.0,2206.0
WD-WCC4M7SSP5ZC,97,0.0,13.0,2314.0,2301.0
WD-WCC4M7SSP623,64,0.0,13.0,1523.0,1510.0
WD-WCC4M7SSPF9P,88,0.0,15.0,2094.0,2079.0
WD-WCC4M7UYX3ZY,502,0.0,7.0,12065.0,12058.0
WD-WCC4M7UYX5AF,486,0.0,14.0,11688.0,11674.0
WD-WCC4M7UYX7J3,428,0.0,12.0,10336.0,10324.0
WD-WCC4M7UYX9Y3,438,0.0,8.0,10532.0,10524.0
WD-WCC4M7UYXC4Z,442,0.0,6.0,10696.0,10690.0
WD-WCC4M7UYXP88,245,1.0,13.0,5911.0,5898.0
WD-WCC4M7UYXRJR,447,0.0,13.0,10745.0,10732.0
WD-WCC4M7UYXSFS,440,0.0,13.0,10578.0,10565.0
WD-WCC4M7UYXYA3,439,0.0,13.0,10561.0,10548.0
WD-WCC4M7UYXZJ3,455,0.0,10.0,10934.0,10924.0
WD-WCC4MDCFR4FE,503,0.0,128.0,12521.0,12393.0
WD-WCC4MDCFRDSK,512,0.0,10.0,12300.0,12290.0
WD-WCC4MDCFRNVK,501,0.0,7.0,12039.0,12032.0
WD-WCC4MDVJ8FKU,565,0.0,10.0,13575.0,13565.0
WD-WCC4MDVJ8RND,504,0.0,6.0,12129.0,12123.0
WD-WCC4MEX549AA,560,0.0,13.0,13452.0,13439.0
WD-WCC4MFCST1HV,606,0.0,10.0,14558.0,14548.0
WD-WCC4MFHLXE96,503,0.0,534.0,12926.0,12392.0
WD-WCC4MHKFS6NZ,498,0.0,8.0,12018.0,12010.0
WD-WCC4MHKFSKJV,491,0.0,13.0,11808.0,11795.0
WD-WCC4MHKFSX32,502,0.0,12.0,12063.0,12051.0
WD-WCC4MJAJF5ND,529,0.0,8.0,12712.0,12704.0
WD-WCC4MJAJF7LP,495,0.0,13.0,12093.0,12080.0
WD-WCC4MJAJFEDS,475,0.0,6.0,11453.0,11447.0
WD-WCC4MJPUYLC7,394,1.0,12.0,9505.0,9493.0
WD-WCC4MJPUYVU3,588,0.0,5.0,14124.0,14119.0
WD-WCC4MKCL6TP9,488,0.0,8.0,11730.0,11722.0
WD-WCC4MKDL77ZK,366,1.0,11.0,8807.0,8796.0
WD-WCC4MLC96D69,657,0.0,13.0,15779.0,15766.0
WD-WCC4MNDZA0DA,563,0.0,12.0,13532.0,13520.0
WD-WCC4MNDZA7P3,499,0.0,9.0,11994.0,11985.0
WD-WCC4MNFAN61N,503,0.0,129.0,12521.0,12392.0
WD-WCC4MNFANCTS,493,0.0,12.0,11853.0,11841.0
WD-WCC4MNFANCTZ,408,0.0,13.0,9817.0,9804.0
WD-WCC4MNFANP5C,543,0.0,7.0,13038.0,13031.0
WD-WCC4MNKEM5JJ,17,1.0,13.0,396.0,383.0
WD-WCC4MP2AT54F,409,0.0,14.0,9841.0,9827.0
WD-WCC4MP4L4S27,579,0.0,12.0,13907.0,13895.0
WD-WCC4MPP407ML,590,0.0,12.0,14171.0,14159.0
WD-WCC4MPP40KPW,556,0.0,13.0,13355.0,13342.0
WD-WCC4MR30PZJ0,606,0.0,10.0,14558.0,14548.0
WD-WCC4MRDT3R18,420,0.0,13.0,10105.0,10092.0
WD-WCC4N0872028,277,0.0,6.0,6671.0,6665.0
WD-WMC4M2888188,855,0.0,9.0,20541.0,20532.0
WD-WMC4M2888278,723,0.0,7.0,17385.0,17378.0
WD-WMC4M2889213,8,1.0,8.0,176.0,168.0
WD-WMC4M2889354,825,0.0,13.0,19930.0,19917.0
WD-WMC4M2889366,157,1.0,12.0,3750.0,3738.0
WD-WMC4M2889605,475,1.0,10.0,11446.0,11436.0
WD-WMC4M2889644,825,0.0,11.0,19859.0,19848.0
WD-WMC4M2891720,700,0.0,12.0,16830.0,16818.0
WD-WMC4M2892089,373,1.0,8.0,8973.0,8965.0
WD-WMC4M2932082,858,0.0,10.0,20672.0,20662.0
WD-WMC4M2932382,335,1.0,8.0,8036.0,8028.0
WD-WMC4M2932477,699,0.0,9.0,16813.0,16804.0
WD-WMC4M2932562,689,0.0,13.0,16578.0,16565.0
WD-WMC4M2932590,595,1.0,13.0,14372.0,14359.0
WD-WMC4M2932620,671,0.0,13.0,16139.0,16126.0
WD-WMC4M2932705,708,0.0,13.0,17082.0,17069.0
WD-WMC4M2932732,858,0.0,10.0,20671.0,20661.0
WD-WMC4M2932733,401,1.0,8.0,9724.0,9716.0
WD-WMC4M2935768,585,0.0,13.0,14116.0,14103.0
WD-WMC4M2936083,688,0.0,9.0,16550.0,16541.0
WD-WMC4N2049295,413,0.0,8.0,9934.0,9926.0
